userID,firstName,middleName,lastName,email,password,type,points
12217002,Seema,,Shukla,12217002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12218001,Rahul,,Shukla,12218001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12219001,Sheetal,,Varghese,12219001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12219002,Soham,,Fernandez,12219002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12220001,Mohammed,,Derozio,12220001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
22220001,Zorawar,,Alphonso,22220001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
22219001,Pritam,,Shukla,22219001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
22213001,Payel,,Varghese,22213001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
12316001,Ketan,Joshua,Fernandez,12316001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12317001,Shreya,,Derozio,12317001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12317002,Raghav,Jethalal,Chaddha,12317002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12317003,Mousumi,,Chatterjee,12317003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12317004,Jhulan,,Varghese,12317004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12318001,Pontius,,Fernandez,12318001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12318002,Meryl,,Derozio,12318002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12318004,Pulkit,Lalit,Shukla,12318004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12318003,Stephen,,Alphonso,12318003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12319001,Karl,,Varghese,12319001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
12320001,Seema,,Derozio,12320001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
22320001,Gagan,Vijay,Alphonso,22320001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
12319002,Theodore,,Fernandez,12319002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
22310001,Tulip,,Dan,22310001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
22300001,Dan,,Brown,22300001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
22390001,Sai,Venkatraman,Raghavan,22390001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
55550001,Librarian, , , ,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Librarian,0
