_id,userID,firstName,middleName,lastName,email,password,type,__v
ObjectId(5f9f167a25ecc48b1f7ef1a5),13319001,Hashim,,Chowdhury,13319001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1a6),13319002,Shilpa,,Pradhan,13319002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1a7),13319003,Shilpa,,Jones,13319003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1a8),13319004,Shilpa,,Jacob,13319004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1a9),13319005,Shilpa,,Garg,13319005@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1aa),13320001,Shilpa,,Jacobs,13320001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1ab),13320002,Shilpa,,Jon,13320002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1ac),13320003,Shilpi,,Narang,13320003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1ad),13320004,Shilpi,,Zaranj,13320004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1ae),23300001,Shilpi,,Ghose,23300001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef1af),23320001,Shilpi,,Tyagi,23320001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef1b0),23300002,Shilpi,,Mondal,23300002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef1b1),13416001,Irfan,,Shukla,13416001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1b2),13416002,Gajendra,,Shukla,13416002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1b3),23307001,Shilpi,,Singh,23307001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef1b4),13416003,Vikas,,Shukla,13416003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1b5),13417001,Sheetal,,Shukla,13417001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1b6),13416004,Pramod,,Shukla,13416004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1b7),13417002,Soham,,Shukla,13417002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1b8),13417003,Mohammed,,Arbaaz,13417003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1b9),13417004,Zorawar,,Kaashif,13417004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1ba),13417005,Pritam,,Shukla,13417005@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1bb),13418001,Payel,,Shukla,13418001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1bc),13418002,Ketan,,Shukla,13418002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1bd),13418003,Shreya,,Shukla,13418003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1be),23411001,Shantilal,,Shukla,23411001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef1bf),23415001,Mousumi,,Shukla,23415001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef1c0),23419001,Jhulan,,Shukla,23419001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef1c1),12216001,Piu,Priya,Shukla,12216001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1c2),12216002,Meryl,,Shukla,12216002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1c3),12216003,Stephen,,Shukla,12216003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1c4),12216004,Pulkit,,Shukla,12216004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1c5),12216005,Karl,,Shukla,12216005@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1c6),12217001,Theodore,,Shukla,12217001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1c7),12217003,Gagan,,Shukla,12217003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1c8),12217002,Seema,,Shukla,12217002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1c9),12218001,Rahul,,Shukla,12218001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1ca),12219001,Sheetal,,Varghese,12219001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1cb),12219002,Soham,,Fernandez,12219002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1cc),12220001,Mohammed,,Derozio,12220001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1cd),22220001,Zorawar,,Alphonso,22220001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef1ce),22219001,Pritam,,Shukla,22219001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef1cf),22213001,Payel,,Varghese,22213001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef1d0),12316001,Ketan,Joshua,Fernandez,12316001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1d1),12317001,Shreya,,Derozio,12317001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1d2),12317002,Raghav,Jethalal,Chaddha,12317002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1d3),12317003,Mousumi,,Chatterjee,12317003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1d4),12317004,Jhulan,,Varghese,12317004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1d5),12318001,Pontius,,Fernandez,12318001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1d6),12318002,Meryl,,Derozio,12318002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1d7),12318004,Pulkit,Lalit,Shukla,12318004@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1d8),12318003,Stephen,,Alphonso,12318003@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1d9),12319001,Karl,,Varghese,12319001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1da),12320001,Seema,,Derozio,12320001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1db),22320001,Gagan,Vijay,Alphonso,22320001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef1dc),12319002,Theodore,,Fernandez,12319002@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Student,0
ObjectId(5f9f167a25ecc48b1f7ef1dd),22310001,Tulip,,Dan,22310001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef1de),22300001,Dan,,Brown,22300001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5f9f167a25ecc48b1f7ef1df),22390001,Sai,Venkatraman,Raghavan,22390001@college.co,$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Teacher,0
ObjectId(5fab29aac12e8d379db1f54a),55550001,Librarian," "," "," ",$2a$12$/HJHifEvKyVSqTrm9/rY3.k6DqMG1DOybLBlIVRsQFE9Xr9vfxfIG,Librarian,
